timestamp,src_ip,dst_ip,protocol,packet_length,tcp_flags,label
2025-07-27 20:15:25.923148,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.240495,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.399776,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.515411,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.628932,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.250271,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.473355,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.927406,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.332229,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.255498,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.913887,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.063046,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.518391,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:05:02.730040,127.0.0.1,127.0.0.1,UDP,33,,1
2025-07-27 20:15:26.855511,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.886339,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.360114,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.941843,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.812231,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.284995,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.421009,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.951203,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.766127,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.160020,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.179182,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.465347,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.139383,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.973215,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.532466,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.859832,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.842689,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.583717,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.777936,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.451855,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.366138,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.323613,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.369295,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.521298,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.803381,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.710398,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.451298,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.203295,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.197113,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.144841,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.354307,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.395280,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.719628,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.355349,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.204012,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.626022,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.614701,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.193915,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.563399,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.508147,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.882293,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.710115,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.075106,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.266688,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.162349,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.560057,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.594329,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.724266,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.181839,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.884399,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.193069,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.484048,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.744749,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.706316,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.522728,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.575799,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.734119,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.353809,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.178977,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.705661,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.611511,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.518899,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.210211,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.360094,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.517082,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.376597,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.134500,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.982847,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.248333,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.324541,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.951234,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.356204,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.849631,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.062046,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.805572,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.211426,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.871475,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.645291,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:25.934954,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.800472,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.927371,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.740382,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.751161,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.527179,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.858510,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.243564,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.589473,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.305509,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.080817,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.126435,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.533569,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.239652,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.222430,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.219681,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:25.720636,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.636710,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.067152,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.922280,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.575001,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.979975,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.424833,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.329207,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.545160,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.561589,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.053523,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.305868,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.119884,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.615257,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.898888,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.016410,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.614323,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.191648,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.534249,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.609252,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.315427,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.069808,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.279344,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.942463,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.351281,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.459765,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.645839,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.819805,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.266815,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.799004,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.363164,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.419471,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.351778,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:04:58.330455,,,TCP,64,0x0014,1
2025-07-27 20:15:29.805569,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.784674,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.361253,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.559086,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.522781,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.531889,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.619983,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.896635,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.122772,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.163382,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.470967,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.946144,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.896586,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.185766,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.713039,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.343995,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.995657,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.297095,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.930107,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.766593,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.529516,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.288468,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.545955,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.816299,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.383150,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.145027,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.358274,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.685728,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.940970,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.618684,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.526757,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.359129,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.194094,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.355832,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.084869,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.531471,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.060093,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.615248,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.623707,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.238546,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.092413,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.103266,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.951331,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.603125,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.675085,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.433073,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.297506,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.711909,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.546372,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.332596,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.250570,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.266328,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.918600,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:25.734175,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.066248,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.477612,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.533745,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.538890,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.007766,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:25.907073,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.845260,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.233563,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.339605,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.527427,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.974468,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.492453,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.597697,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.950009,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.818245,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.441267,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.207885,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.739808,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.492758,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.335141,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.769397,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.175673,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.088219,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.133504,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.210918,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.933977,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.250156,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.234987,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.967154,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.645903,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.386890,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.256294,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:03:38.489792,172.20.147.152,172.20.147.152,,88,,1
2025-07-27 20:15:26.520380,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.302369,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.707986,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.094939,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.836625,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.189902,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.876208,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.750525,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:25.697813,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.665594,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.820794,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.183855,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.254691,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.097993,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.727070,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.278873,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.430061,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.394684,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.246325,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.677746,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.025917,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.418838,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.883253,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.376735,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.713013,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.384687,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.873948,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.688444,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.940633,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.475636,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.496568,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.581711,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:04:31.363725,172.20.147.152,172.20.147.152,,88,,1
2025-07-27 20:15:27.561965,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.406001,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.805211,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.647440,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.859897,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.479766,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.698846,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.520135,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.208303,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.822059,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.237141,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.873495,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.964773,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:25.910844,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.942137,127.0.0.1,127.0.0.1,UDP,33,,-1
